RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity
Asia,India,Maharashtra,Bombay,490231,1298 Vileparle (E),Bombay,Turpin Jumil,TurpinJumil@gmail.com,68881172,30-Mar-15,Stock Clerk,Video Card,PNY VCQK4200-PB,Chipset:Quadro K4200,799.05,150.84,949.89,ValentinJackie,6 Kains Ave,2500.0,ValentinJackie@gmail.com,784354226,Canceled,27-Sep-17,123,282.98,66
Asia,India,Maharashtra,Bombay,490231,1298 Vileparle (E),Bombay,ValentinJackie,ValentinJacki@gmail.com,9800121244,05-Jul-11,Stock Clerk,Video Card,Asus GTX780TI-3GD5,Chipset:GeForce GTX 780 Ti,781.91,118.08,899.99,Veera Abdellah,47565 W Grand Ave,2600.0,VeeraAbdellah@gmail.com,782940524,Pending,27-Sep-16,82,280.98,101
Asia,India,Maharashtra,Bombay,490231,1298 Vileparle (E),Bombay,Veera Abdellah,VeeraAbdellah@gmail.com,8788092231,13-Aug-12,Stock Clerk,Video Card,MSI GTX 1080 TI LIGHTNING Z,Chipset:GeForce GTX 1080 Ti,688.35,185.63,873.98,Vega Vincent,4284 Dorigo Ln,4900.0,VegaVincent@gmail.com,787879874,Shipped,27-Sep-17,32,725.99,107
Asia,India,Maharashtra,Bombay,490231,1298 Vileparle (E),Bombay,Vega Vincent,VegaVincent@gmail.com,6700989921,01-Aug-11,Stock Manager,Video Card,Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,Chipset:GeForce GTX 1080 Ti,696.14,168.84,864.98,Villanueva Noah,6794 Lake Dr E,5000.0,VillanuevaNoah@gmail.com,785811219,Pending,16-Aug-16,66,798.26,118
Asia,India,Maharashtra,Bombay,490231,1298 Vileparle (E),Bombay,Villanueva Noah,VillanuevaNoah@gmail.com,7890991231,11-Sep-08,Stock Manager,Video Card,MSI GTX 1080 TI LIGHTNING X,Chipset:GeForce GTX 1080 Ti,742.94,121.04,863.98,Voldemort Lord,31 Douglas Blvd #950,4000.0,VoldemortLord@gmail.com,789243757,Canceled,27-May-16,82,849.99,118
Asia,India,Maharashtra,Bombay,490231,1298 Vileparle (E),Bombay,Zima Colleen,ZimaColleen@gmail.com,8690991436,02-Feb-10,Stock Manager,Video Card,Zotac ZT-P10810A-10P,Chipset:GeForce GTX 1080 Ti,702.35,147.64,849.99,Lucy Cechtelar,44 W 4th St,3000.0,LucyCechtelar@gmail.com,964940981,Shipped,27-May-17,157,821.99,95
Asia,India,Maharashtra,Bombay,490231,1298 Vileparle (E),Bombay,Volk Colleen,VolkCollen@gmail.com,9426826971,15-May-00,Stock Manager,Video Card,MSI GAMING,Chipset:GeForce GTX 780 Ti,753.18,96.81,849.99,John Snow,11279 Loytan St,2000.0,JohnSnow@gmail.com,567897474,Canceled,27-May-17,32,579.59,92
North America,Mexico,Washington,South San Francisco,83968,789 Oak St,Mexico City,Motlagh  Dawn,ruizricardo@example.com,21615525717,,Administration Vice President,Video Card,Intel Core i7-6900K,"Speed:2.7GHz,Cores:12,TDP:130W",931.44,16.02,1975.88,Landa Hans,234 North Blvd,,amberrose@customer.com,123-456-7364,Shipped,2023-03-13,18,142.7,443
South America,India,Maharashtra,Beijing,52581,123 Main St,Bombay,Linares Marilyn,abigailpalmer@example.com,68858795,2013-03-28,Purchasing Manager,Mother Board,Intel Core i7-6950X,"Speed:2.7GHz,Cores:12,TDP:130W",766.98,347.91,23.1,Howard Estelle,567 South Dr,36780.0,manchesterrobyn@customer.com,123-456-3004,Pending,2023-09-12,6,168.52,452
North America,Canada,Texas,Seattle,82087,789 Oak St,Sydney,Austin Flores,emiliaholmes@example.com,11441644429267,,Sales Manager,CPU,Western Digital WD10EZEX,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",554.83,313.6,1852.22,Corleone Michael,567 South Dr,,sofiahicks@customer.com,123-456-5825,Shipped,2023-09-06,11,489.62,488
Asia,Mexico,California,South Brunswick,87600,123 Main St,New Jersy,Ollie Bennett,langfordlindsey@example.com,6501211234,2020-01-05,Marketing Manager,Storage,MSI X299 GAMING M7 ACK,"Series:Original, Type:DDR2, Capacity:2GB, Frequency:N/A",559.79,161.44,173.63,Anderson Linda,567 South Dr,38435.0,punjabhilouis@customer.com,123-456-5967,Pending,2023-04-12,93,407.14,267
South America,Mexico,Washington,Bombay,29057,123 Main St,Beijing,RoupSimon,phamhong@example.com,16996379730,2009-11-20,Purchasing Manager,CPU,MSI Z170 Krait Gaming,"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",78.53,161.59,574.8,Isla Graham,567 South Dr,38327.0,lucycrawford@customer.com,123-456-9216,Shipped,2023-10-27,51,480.97,227
North America,Australia,Maharashtra,South Brunswick,32283,123 Main St,Bombay,Singh Nan,careymichael@example.com,352558782,2004-02-25,Purchasing Clerk,RAM,PNY VCGGTX780T3XPB-OC,Memory:24GBCore Clock:1.42GHz,429.46,416.12,874.39,Meads Elizabeth,789 West Ave,36166.0,chivukulaenola@customer.com,123-456-2960,Pending,2023-01-04,Fifty,303.57,350
Asia,India,California,South Brunswick,73859,789 Oak St,Toronto,Gaul Barbara,carthyb'rigit@example.com,21663808048,2012-10-11,Stock Clerk,CPU,Intel Core 2 Extreme QX6800,Chipset:Quadro M5000,544.61,192.24,1398.82,Mohammad Peterson,789 West Ave,15608.0,gosciminskiphylicia@customer.com,123-456-1433,Shipped,2023-03-03,8,264.28,442
Asia,Canada,Maharashtra,South San Francisco,38661,789 Oak St,Bombay,Reggie Simmons,jaxonross@example.com,6501218009,,Public Relations Representative,Mother Board,Kingston (KVR1333D3N9/4G) DDR3 4GB,"Series:FireCuda,Type:Hybrid,Capacity:2TB,Cache:64MB",793.18,69.9,1917.72,Gerke Melisa,567 South Dr,,delargealex@customer.com,123-456-1485,Canceled,2023-12-02,Fifty,303.28,185
North America,United States of America,Ontario,South Brunswick,77038,789 Oak St,Sydney,Ruiz Ricardo,erilusangela@example.com,26595011322,2016-10-28,Marketing Manager,Storage,PNY VCQP6000-PB,Chipset:GeForce GTX 1080 Ti,816.9,306.99,1436.06,Gross Paula,789 West Ave,23903.0,harrisonkara@customer.com,123-456-1075,Canceled,2023-07-12,28,477.11,19
Australia,Australia,Ontario,South San Francisco,23549,123 Main St,,Maurice Shana,cierpiszewskicaroline@example.com,461868135,2021-04-07,Accountant,Video Card,Intel Xeon E5-2699 V4 (OEM/Tray),"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",123.67,,1815.22,Alex Sanders,234 North Blvd,34361.0,jessicawoods@customer.com,123-456-1589,Pending,2023-06-10,70,387.09,388
North America,United States of America,Ontario,Sydney,76384,789 Oak St,San Francisco,FosterBaker Amy,liebigketsia@example.com,14151206955,2007-11-08,Administration Vice President,RAM,Adata XPG (AX3U1600W4G11-RD) 4GB,"Speed:3.1GHz,Cores:8",349.68,447.86,393.87,Leruth Giovanni,789 West Ave,28777.0,bachiochilinda@customer.com,123-456-3715,Pending,2023-05-28,30,117.03,297
Asia,Mexico,Maharashtra,Southlake,18643,123 Main St,San Francisco,Bozzi Charles,pittbrad@example.com,34772506263,2019-05-25,Administration Assistant,Storage,Seagate ST1000DX002,"Speed:3.4GHz,Cores:6",582.5,456.22,1631.74,Peterson Ebonee,234 North Blvd,23114.0,theahawkins@customer.com,123-456-9287,Canceled,2023-09-25,80,49389.0,471
South America,China,Maharashtra,Seattle,57235,789 Oak St,Beijing,Sullivan Kissy,shieldsseffi@example.com,11441644429267,2000-12-30,Stock Manager,CPU,HP C2J95AT,"Series:KVR, Type:DDR3, Capacity:8GB, Frequency:N/A",26.4,203.84,1801.28,Johnson Noelle,234 North Blvd,27892.0,calebdiaz@customer.com,123-456-9515,Canceled,2023-05-08,5,84.12,495
Australia,Australia,Maharashtra,Seattle,51585,789 Oak St,Bombay,Austin Flores,emiliaholmes@example.com,16996379730,2010-09-20,Sales Manager,Video Card,Asus Z10PE-D16,"Speed:DDR4-3400,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",313.22,478.47,621.94,Zima Colleen,567 South Dr,12070.0,petrowskythelma@customer.com,123-456-8309,Pending,2023-07-14,55,493.89,387
Australia,Mexico,Distrito Federal,South Brunswick,17573,789 Oak St,Bombay,Girifalco Evelyn,khemmichbartholemew@example.com,14133528143,2003-02-16,Sales Representative,Storage,Intel Xeon E5-1680 V3 (OEM/Tray),"Series:16-16-16-39, Type:DDR4, Capacity:8GB, Frequency:2400Mhz",260.59,291.47,1551.18,Dietrich Jenna,234 North Blvd,29606.0,goethamon@customer.com,123-456-7439,Pending,2023-03-07,40,493890.0,168
North  America,India,Beijing,Mexico City,89629,456 Elm St,New Jersy,Rose Ashley,louiswood@example.com,68899428,2019-10-16,Sales Representative,RAM,Intel Xeon E5-2680 V3 (OEM/Tray),"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",154.98,238.97,297.38,Goyal Roxana,234 North Blvd,15816.0,bondwellbetsy@customer.com,123-456-2460,Canceled,2023-12-20,86,71.22,485
South America,Canada,Washington,Southlake,74240,123 Main St,Sydney,Le Binh,hitchcockalfred@example.com,383775576,2013-09-14,Sales Representative,Storage,MSI GTX 1080 TI SEA HAWK X,"Speed:2.6GHz,Cores:12",280.91,233.66,1166.42,Good Susan,567 South Dr,22284.0,poppyjordan@customer.com,123-456-4310,Canceled,2023-03-18,71,471.8,166
Australia,Mexico,New South Wales,Seattle,78112,789 Oak St,Toronto,MacLennan Samuel,driverelle@example.com,6501233234,,Accounting Manager,Video Card,Intel DG43RK,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",761.95,405.33,1132.41,Maurice Shana,567 South Dr,,owadclinton@customer.com,123-456-8380,Shipped,2023-06-08,51,292.21,291
Asia,Australia,New South Wales,Toronto,53296,456 Elm St,Beijing,Esme Warren,dolanlinda@example.com,18160173450,2006-02-22,President,RAM,Intel Xeon E5-2680 V4,"Speed:2.0GHz,Cores:14,TDP:105W",803.4,107.63,1369.63,Elizabeth Dixon,234 North Blvd,14894.0,stansfieldnorman@customer.com,123-456-4340,Pending,2023-01-05,35,111.06,170
North  America,Mexico,California,South Brunswick,54387,456 Elm St,Southlake Texas,Peters Lauren,johnstonyen@example.com,68857691,2009-09-04,President,Video Card,Intel Core i7-6950X (OEM/Tray),"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",654.44,474.77,1968.4,Charlotte Webb,234 North Blvd,43045.0,davisdaniel@customer.com,123-456-2261,Canceled,2023-06-28,Fifty,269.2,326
Asia,India,Beijing,Mexico City,29878,789 Oak St,Toronto,Perry Shakira,phamhong@example.com,26572926050,2008-05-09,Accounting Manager,Video Card,Crucial,"Speed:3.1GHz,Cores:8",315.05,340.59,1748.42,Blake Cooper,234 North Blvd,8059.0,dietrichjenna@customer.com,123-456-3843,Pending,2023-02-03,65,333.98,401
Asia,Mexico,New South Wales,South San Francisco,30264,456 Elm St,Sydney,Lily Fisher,danieleann@example.com,26517224537,2022-10-06,Purchasing Manager,Mother Board,Asus Z170-WS,"Series:Genuine, Type:DDR2, Capacity:2GB, Frequency:800Mhz",627.56,225.26,462.97,Knapp Bradley,567 South Dr,25147.0,smithjohn@customer.com,123-456-1467,Shipped,2023-02-21,88,438.29,258
North America,Mexico,Texas,Bombay,21137,456 Elm St,Sydney,Nowlan Kristie,johnsonnoelle@example.com,18564905,2020-11-01,Purchasing Clerk,Video Card,Western Digital WDS256G1X0C,"Speed:3.2GHz,Cores:8,TDP:135W",546.11,454.44,461.54,Smith Leigh Ann,789 West Ave,21592.0,gobletaisha@customer.com,123-456-2669,Pending,2023-12-14,22,251.59,331
Asia,Mexico,New Jersey,Beijing,89489,456 Elm St,Bombay,Mckenna Sandy,avasullivan@example.com,6700989921,,Sales Manager,Storage,Intel Xeon E5-2697 V4,"Series:Caviar Blue,Type:7200RPM,Capacity:250GB,Cache:8MB",401.0,344.85,1611.57,Gonzalez Cayo,567 South Dr,,alagbetrina@customer.com,123-456-3738,Pending,2023-08-06,35,319.67,446
Australia,India,New South Wales,Seattle,55083,456 Elm St,San Francisco,Sullivan Kissy,bobbytorres@example.com,26522661720,,Administration Vice President,Video Card,Intel Core 2 Extreme QX9775,Chipset:GeForce GTX Titan X,102.87,123.56,327.78,Mohammad Peterson,789 West Ave,,ndzicolombui@customer.com,123-456-2180,Shipped,2023-01-22,7,4938.9,420
South America,Australia,Ontario,South Brunswick,96078,123 Main St,Sydney,Sonny Russell,quinnsean@example.com,68839797,,Administration Vice President,Mother Board,FEVGA 12G-P4-3992-KR,"Series:Ultra II,Type:SSD,Capacity:480GB,Cache:N/A",742.23,258.56,1046.85,Martin Sandra,567 South Dr,,foremantanya@customer.com,123-456-4802,Canceled,2023-06-07,13,404.13,407
North  America,Mexico,California,South San Francisco,39880,123 Main St,Sydney,Bondwell Betsy,carrclaudia@example.com,68820668,2003-06-13,Public Relations Representative,CPU,AMD FirePro W9100,"Series:BLACK SERIES,Type:7200RPM,Capacity:1TB,Cache:64MB",331.49,144.95,1639.07,Bernstein Sean,567 South Dr,11084.0,cadymax@customer.com,123-456-1752,Shipped,2023-03-21,33,458.28,404
North America,India,New Jersey,South Brunswick,75509,123 Main St,New Jersy,Roman Hughes,sanderkamrin@example.com,11441644429263,2000-02-12,Finance Manager,Video Card,Asus Z170-WS,"Series:KVR, Type:DDR3, Capacity:8GB, Frequency:N/A",851.9,120.66,1847.87,LaRotonda William,789 West Ave,34149.0,erilusangela@customer.com,123-456-3352,Shipped,2023-04-06,81,237.81,31
North America,Australia,Washington,Beijing,13413,123 Main St,Sydney,Tommy Bailey,colespencer@example.com,68881172,2000-05-10,Marketing Representative,Storage,Asus MAXIMUS VIII EXTREME/ASSEMBLY,"Speed:2.7GHz,Cores:12,TDP:130W",480.96,280.51,1764.99,Biden Lowan,567 South Dr,38209.0,sonnyrussell@customer.com,123-456-5395,Pending,2023-01-28,59,150.68,405
North America,India,Ontario,Southlake,18050,456 Elm St,Southlake Texas,Darson Jene'ya,fernandesnilson@example.com,11441644429263,2010-04-14,Purchasing Clerk,CPU,Intel Core i7-7820X,"Series:AV-GP,Type:5400RPM,Capacity:250GB,Cache:8MB",810.21,195.66,1633.03,Callum Jenkins,234 North Blvd,32167.0,manchesterrobyn@customer.com,123-456-6286,Shipped,2023-04-16,Fifty,313.36,57
Asia,China,Maharashtra,Mexico City,80555,456 Elm St,Mexico City,Langton Enrico,sethfoster@example.com,21628531974,2008-02-07,Sales Representative,RAM,EVGA 11G-P4-6598-KR,"Series:FireCuda,Type:Hybrid,Capacity:1TB,Cache:64MB",794.47,495.59,1239.33,RoupSimon,567 South Dr,22216.0,landahans@customer.com,123-456-2630,Pending,2023-06-07,74,141.57,160
North America,China,Beijing,Beijing,96934,123 Main St,Sydney,Howard Estelle,louiswood@example.com,68861306,2021-08-11,Sales Manager,CPU,Zotac ZT-P10810D-10P,"Series:BarraCuda,Type:7200RPM,Capacity:1TB,Cache:64MB",641.11,338.24,1469.58,Barton Nader,234 North Blvd,9118.0,lydonallison@customer.com,123-456-4235,Canceled,2023-04-13,52,22.39,383
Asia,United States of America,New South Wales,Sydney,52347,789 Oak St,Bombay,Close Phil,claytonrick@example.com,11441343929268,2012-04-21,Administration Vice President,RAM,Western Digital WDS256G1X0C,"Speed:2.6GHz,Cores:14,TDP:135W",146.92,4.88,1439.68,Tejeda Lenora,234 North Blvd,20088.0,daisyortiz@customer.com,123-456-9217,Canceled,2023-02-26,72,101.78,140
Australia,Canada,California,Bombay,84470,456 Elm St,Southlake Texas,Sadki Nore,stansfieldnorman@example.com,68811771,2017-03-19,Marketing Manager,CPU,Intel Xeon E5-2470V2,"CPU:G34 x 2,Form Factor:EATX,RAM Slots:16,Max RAM:512GB",15.76,308.98,1906.65,Power Morissa,234 North Blvd,45550.0,trangmei@customer.com,123-456-1561,Pending,2023-01-15,100,137.66,11
South America,India,Texas,Southlake,84716,456 Elm St,Bombay,Ryan Gray,changdonovan@example.com,6505011876,,Administration Assistant,RAM,Intel Core 2 Extreme QX9775,"Series:Barracuda ES,Type:7200RPM,Capacity:1TB,Cache:32MB",836.55,272.95,1461.24,Beatrice Courtney,234 North Blvd,,scarlettgibson@customer.com,123-456-1731,Pending,2023-12-07,71,4938900.0,105
North America,China,Maharashtra,South San Francisco,37689,789 Oak St,Mexico City,Smith John,rorykelly@example.com,6501212004,2022-01-15,Sales Manager,CPU,PNY VCQM5000-PB,"Speed:2.4GHz,Cores:10,TDP:95W",808.57,301.43,1283.47,Isla Graham,234 North Blvd,22796.0,desimonecarl@customer.com,123-456-1141,Pending,2023-05-06,28,109.73,420
Asia,Canada,New South Wales,Beijing,40979,123 Main St,New Jersy,Evelyn Tucker,pottsxana@example.com,1079987280,,Accountant,RAM,G.Skill TridentZ RGB,"Speed:1.8GHz,Cores:12",606.25,383.41,324.48,LaRotonda William,234 North Blvd,,cloningerjennifer@customer.com,123-456-7575,Canceled,2023-10-26,36,306.23,86
South America,China,California,Southlake,69695,123 Main St,Sydney,Goble Taisha,sadkinore@example.com,34180057504,2001-10-25,Marketing Manager,Mother Board,MSI GTX 1080 TI LIGHTNING Z,"Speed:2.9GHz,Cores:8",517.13,247.0,1960.62,Jackso Coleman,567 South Dr,5906.0,ameliehudson@customer.com,123-456-2861,Pending,2023-12-28,Fifty,20.85,29
South America,Canada,New South Wales,Sydney,12365,123 Main St,Southlake Texas,Driver Elle,jhaverisneha@example.com,26589440240,2005-08-29,Finance Manager,Storage,Gigabyte X299 AORUS Gaming 7,"CPU:LGA2011-3 Narrow x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",367.87,485.8,844.75,Tejeda Lenora,789 West Ave,35934.0,rorykelly@customer.com,123-456-2887,Shipped,2023-11-11,37,49389000.0,198
Australia,Australia,Ontario,Mexico City,47898,789 Oak St,Beijing,Roehrich Bianca,turpinjumil@example.com,94008926,2021-03-07,Purchasing Clerk,CPU,Hynix (H15201504-9) Genuine DDR3 2 GB,"Series:KVR, Type:DDR3, Capacity:4GB, Frequency:N/A",43.59,158.1,1621.66,Jude Rivera,789 West Ave,30739.0,fravalmaruk@customer.com,123-456-2886,Shipped,2023-03-10,7,46.69,393
North America,Australia,Beijing,South San Francisco,75917,456 Elm St,New Jersy,Roper Katie,dunnamy@example.com,9630035886046,2013-02-21,Programmer,Mother Board,Intel Core i7-6950X (OEM/Tray),"Speed:2.3GHz,Cores:18,TDP:145W",224.47,351.53,1408.32,Cloninger Jennifer,567 South Dr,14133.0,burkettbenjamin@customer.com,123-456-6623,Pending,2023-01-01,6,296.08,474
North  America,India,Maharashtra,South San Francisco,86239,789 Oak St,Seattle Washington,Ndzi Colombui,perryshakira@example.com,68805045,2002-10-13,Administration Assistant,Storage,Intel Xeon E5-2630 V2,"CPU:LGA2011-3 Narrow x 2,Form Factor:SSI EEB,RAM Slots:16,Max RAM:1TB",216.06,86.24,1535.37,Moran Patrick,234 North Blvd,12490.0,desimonecarl@customer.com,123-456-8064,Shipped,2023-06-15,75,131.05,40
Australia,Canada,Beijing,Bombay,97414,123 Main St,Southlake Texas,Chan Lin,gonzalezcayo@example.com,9630857457237,2013-11-08,Stock Manager,Storage,ATI FirePro R5000,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",200.0,126.98,1030.72,Navathe Kurt,234 North Blvd,14437.0,theahawkins@customer.com,123-456-2713,Shipped,2023-06-17,29,69.06,486
Australia,Canada,Beijing,Toronto,68544,456 Elm St,Sydney,Sullivan Kissy,mckinziejac@example.com,21626070119,2022-06-20,Marketing Manager,Storage,A-DATA (AX4U300038G16-SRS) 8GB DDR4,"Speed:3.1GHz,Cores:8",606.62,21.18,1296.99,Latif Mohammed,789 West Ave,23686.0,grosspaula@customer.com,123-456-8305,Shipped,2023-10-11,94,24.48,183
North America,United States of America,New South Wales,Sydney,52077,456 Elm St,San Francisco,Roby Lori,sparkstaylor@example.com,21619929588,2019-04-02,Shipping Clerk,CPU,Intel Core i7-4960X Extreme Edition,Chipset:FirePro S9150,390.6,151.28,1995.57,Gosciminski Phylicia,234 North Blvd,5607.0,eatonmarianne@customer.com,123-456-3607,Pending,2023-10-26,68,377.32,51
North  America,Mexico,Washington,Seattle,77356,456 Elm St,Beijing,Kampew Donysha,elizablack@example.com,11408426123,2019-01-11,Accountant,Video Card,MSI X299 GAMING PRO CARBON AC,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:16Module:8x8GBSize:64GB",874.48,403.67,77.19,Chigurh Anton,567 South Dr,8461.0,elsiehenry@customer.com,123-456-4553,Pending,2023-03-09,76,226.93,137
Australia,India,Washington,Mexico City,62202,789 Oak St,Sydney,Kinsella Kathleen,goethamon@example.com,681404669,2014-01-28,Marketing Manager,Storage,Kingston HyperX FURY (HX318C10F/8) DDR3 8GB,"Cores:6,TDP:80W",468.88,101.43,435.04,Leach Dallas,789 West Ave,47284.0,davisdaniel@customer.com,123-456-1336,Pending,2023-05-17,76,70.43,11
South America,Australia,New South Wales,Bombay,29847,456 Elm St,Southlake Texas,Sofia Hicks,johnsonnoelle@example.com,68875372,2019-06-25,Administration Assistant,RAM,Intel Core i9-7900X,Speed:3.3GHz,205.43,155.83,152.63,Keatts Kramer,234 North Blvd,40740.0,elsiehenry@customer.com,123-456-5607,Canceled,2023-12-08,Incorrect,284.11,365
Australia,Canada,Beijing,Toronto,17472,789 Oak St,Southlake Texas,Kampew Donysha,evaporter@example.com,26561396427,2009-12-30,Marketing Manager,Video Card,Samsung MZ-75E500B/AM,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",934.48,31.99,1575.99,McKinzie Jac,567 South Dr,32893.0,milliehunter@customer.com,123-456-6437,Shipped,2023-08-01,84,323.83,368
North America,India,Maharashtra,South San Francisco,16991,456 Elm St,Mexico City,Smith Martin,lilyfisher@example.com,34802503805,2003-07-29,Marketing Representative,Video Card,Crucial,"Speed:3.3GHz,Cores:10",575.95,70.67,1747.16,Roman Hughes,567 South Dr,19968.0,,123-456-3885,Pending,2023-01-10,48,237.23,162
North  America,Mexico,Ontario,Southlake,58086,123 Main St,Toronto,Sander Kamrin,landahans@example.com,681783913,2015-04-12,Programmer,Mother Board,EVGA 11G-P4-6696-KR,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:16Module:8x16GBSize:128GB",225.52,356.15,645.94,Charlotte Webb,234 North Blvd,,louiswood@customer.com,123-456-5243,Canceled,2023-07-13,23,37.84,402
Asia,Mexico,Distrito Federal,South Brunswick,59522,123 Main St,Sydney,Matilda Stevens,rarrickquinn@example.com,11228011800,2009-06-26,Finance Manager,Video Card,G.Skill Ripjaws 4 Series,"Series:Ultimate SU800,Type:SSD,Capacity:128GB,Cache:N/A",452.96,450.88,1813.16,Summer Payne,789 West Ave,25553.0,jaxonross@customer.com,123-456-9327,Canceled,2023-06-18,8,322.6,208
Australia,China,Distrito Federal,Seattle,90921,123 Main St,Southlake Texas,Corleone Vito,elizabethdixon@example.com,760698629,2005-09-06,Stock Manager,Storage,Kingston,"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",123.55,46.16,130.08,Frederick Price,789 West Ave,19914.0,careymichael@customer.com,123-456-4348,Shipped,2023-02-01,26,487.88,53
North  America,China,Distrito Federal,South Brunswick,32316,456 Elm St,Toronto,Eliza Black,dunneamy@example.com,21653942147,2022-01-03,Administration Assistant,Mother Board,Intel Xeon E5-2630 V2,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",853.18,162.64,579.08,Sullivan Timothy,234 North Blvd,30760.0,daneaultlynn@customer.com,123-456-9846,Shipped,2023-11-08,79,201.25,11
Australia,India,California,Seattle,14482,123 Main St,Seattle Washington,Fidelia  Libby,smithjoe@example.com,11441344498718,2020-09-12,Accountant,RAM,MSI Z170A KRAIT GAMING,Chipset:GeForce GTX 780,760.98,312.27,808.72,Holly Shaw,567 South Dr,39705.0,fernandesnilson@customer.com,123-456-2541,Canceled,2023-10-25,95,285.23,408
North America,United States of America,Maharashtra,Southlake,91927,123 Main St,Bombay,Gracie Gardner,claytonrick@example.com,6505079811,2008-01-07,Administration Assistant,RAM,Transcend (TS512MLK64W6H) DDR3 4GB,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:2x16GBSize:32GB",605.93,193.67,169.6,Smith Joe,567 South Dr,27131.0,calebdiaz@customer.com,123-456-6589,Pending,2023-12-14,96,243.04,163
North America,India,Texas,Southlake,33876,789 Oak St,Seattle Washington,Carter Michelle,alagbetrina@example.com,15296153159,2002-06-08,Sales Manager,Mother Board,MSI Z170 Krait Gaming,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",282.61,2770000.0,113.53,Forrest Alex,789 West Ave,28159.0,jungjudy@customer.com,123-456-1665,Canceled,2023-01-12,10,49389000000.0,446
Australia,China,Beijing,South Brunswick,64010,789 Oak St,Beijing,Trang Mei,riverahaley@example.com,5151274563,2020-08-02,Accounting Manager,Video Card,Gigabyte GV-N108TAORUS X-11GD,"Speed:3.0GHz,Cores:10,TDP:140W",864.87,194.45,240.34,Gruber Hans,567 South Dr,15709.0,millerbrannon@customer.com,123-456-6734,Shipped,2023-04-09,98,113.09,342
North  America,China,New Jersey,Beijing,63380,123 Main St,Southlake Texas,Ren Kylo,graceellis@example.com,19071357973,2019-03-18,Programmer,Storage,Transcend (TS512MLK64W6H) DDR3 4GB,"CPU:LGA2011-3,Form Factor:SSI CEB,RAM Slots:8,Max RAM:128GB",610.7,91.4,264.18,Tommy Bailey,567 South Dr,10794.0,kreugerfreddy@customer.com,123-456-4745,Pending,2023-05-27,20,274.82,426
South America,Australia,Distrito Federal,Bombay,96734,456 Elm St,Mexico City,Emily Hamilton,cierpiszewskicaroline@example.com,5904234567,2009-04-26,Public Accountant,Storage,Intel SSDPECME040T401,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",996.61,488.98,990.89,Isabella Cole,789 West Ave,42374.0,tannenbiff@customer.com,123-456-6784,Pending,2023-12-26,51,194.96,160
North  America,Canada,Texas,Toronto,16437,789 Oak St,Bombay,Rachael Maggie,smithjoe@example.com,6505011876,2014-06-27,Public Accountant,Storage,SanDisk SDSSDA-120G-G26,Chipset:FirePro S7000,320.64,300.61,1075.9,Vega Vincent,789 West Ave,10371.0,shepardanita@customer.com,123-456-3374,Canceled,2023-03-16,17,40.69,70
Australia,Mexico,New Jersey,Bombay,51908,789 Oak St,Mexico City,Sofia Hicks,goodsusan@example.com,26568959077,2005-03-13,Sales Manager,CPU,Asus MAXIMUS VIII EXTREME/ASSEMBLY,"Speed:2.7GHz,Cores:12,TDP:130W",409.08,361.34,1062.29,Monroe Peter,234 North Blvd,25986.0,dinoccolily@customer.com,123-456-9753,Pending,2023-01-16,15,420.53,380
South America,Australia,Beijing,Bombay,87259,789 Oak St,New Jersy,Carthy B'rigit,elliotbrooks@example.com,6505079833,2005-07-31,Programmer,Video Card,Gigabyte GV-N108TAORUSX W-11GD,Chipset:GeForce GTX 780,516.6,441.08,1428.21,Shepard Anita,234 North Blvd,21053.0,langfordlindsey@customer.com,123-456-4934,Canceled,2023-07-11,2,229.87,217
